ID,Campus,Situação no Curso,Modalidade,Curso,Ano/Semestre letivo da ocorrência,Série/Período da ocorrência,Principal motivo da ocorrência,Motivo terciário da ocorrência,Motivo secundário da ocorrência
172,CAL,Evadido,Tecnologia,Tecnologia em Produção Cultural,2022.1,3,Inexistência ou ineficiência de ações que aproximem a família e a escola,,
173,CNAT,Evadido,Técnico Integrado,Técnico em Mineração,2019.1,1,Falta de hábito de estudo,,
174,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,2,Falta de recursos financeiros para aquisição de material escolar,,
175,IP,Evadido,Licenciatura,Licenciatura em Química,2018.2,2,Dificuldade em conciliar estudo e trabalho,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Necessidade de trabalhar
176,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2019.2,1,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
177,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2018.1,1,Falta de moradia,,
178,IP,Evadido,Licenciatura,Licenciatura em Química,2018.2,2,Necessidade de trabalhar,Dificuldade em conciliar estudo e trabalho,Necessidade de cuidar de familiar no horário do curso
179,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
180,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2018.1,1,Dificuldade em conciliar estudo e trabalho,,Falta de identificação com o curso
181,IP,Evadido,Licenciatura,Licenciatura em Química,2018.2,2,Falta de identificação com o curso,Mudança de interesse profissional ou pessoal,Desmotivação ou desinteresse pelo curso
182,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,1,Dificuldades de (re)adaptação à rotina escolar,,Dificuldade de aprendizagem
183,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2020.1,1,Dificuldade em conciliar estudo e trabalho,Mudança de turno de trabalho,Necessidade de trabalhar
184,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2019.1,1,Inadequação do turno de oferta do curso,,
185,CN,Evadido,Licenciatura,Licenciatura em Química,2018.1,1,Dificuldade de transporte para a unidade de ensino,,Dificuldade de transporte para a unidade de ensino
186,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2021.1,2,Dificuldade em conciliar estudo e trabalho,,
187,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2019.1,1,Falta de recursos financeiros para aquisição de material escolar,,
188,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
189,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2019.2,2,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal
190,CNAT,Evadido,Técnico Integrado,Técnico em Mineração,2020.1,1,Falta de recursos financeiros para transporte escolar,,
191,SGA,Evadido,Tecnologia,Tecnologia em Logística,2019.2,1,Ingresso em outro curso,,
192,CNAT,Evadido,Técnico Integrado,Técnico em Geologia,2022.1,1,Mudança de cidade,Mudança de cidade,Mudança de cidade
193,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2019.2,1,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,Ingresso em outro curso
194,CN,Trancado,Licenciatura,Licenciatura em Química,2022.1,1,Mudança de interesse profissional ou pessoal,,
195,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2022.1,1,Falta de apoio da família no processo ensino-aprendizagem,,
196,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2019.1,1,Falta de recursos financeiros para transporte escolar,,Falta de moradia
197,SC,Trancado,Licenciatura,Licenciatura em Matemática,2019.2,2,Mudança de interesse profissional ou pessoal,,
198,IP,Evadido,Licenciatura,Licenciatura em Química,2019.2,4,Problema psicológico pessoal ou de familiar,Dificuldade de aprendizagem,Dificuldades na relação docente-estudante
199,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,2,Desmotivação ou desinteresse pelo curso,,
200,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2020.1,1,Mudança de interesse profissional ou pessoal,,
201,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2020.1,1,Falta de hábito de estudo,,Desmotivação ou desinteresse pelo curso
202,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
203,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2019.1,2,Dificuldade em conciliar estudo e trabalho,,Necessidade de trabalhar
204,PF,Evadido,Licenciatura,Licenciatura em Química,2022.1,1,Problema psicológico pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal
205,NC,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2023.1,3,Problema de saúde pessoal ou de familiar,,Dificuldade em conciliar estudo e trabalho
206,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2021.2,2,Falta de recursos financeiros para transporte escolar,,
207,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2018.1,1,Dificuldade de transporte para a unidade de ensino,,Necessidade de cuidar de familiar no horário do curso
208,PF,Evadido,Licenciatura,Licenciatura em Química,2020.1,3,Dificuldades de (re)adaptação à rotina escolar,,Dificuldade em conciliar estudo e trabalho
209,CNAT,Evadido,Técnico Integrado,Técnico em Mineração,2018.2,1,Falta de aptidão para o curso escolhido,,
210,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2022.1,1,Ingresso em outro curso,,
211,SGA,Evadido,Tecnologia,Técnico em Logística,2019.2,1,Dificuldade de transporte para a unidade de ensino,,
212,SGA,Evadido,Tecnologia,Técnico em Logística,2019.2,1,Dificuldade de transporte para a unidade de ensino,,
213,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2021.1,1,Dificuldade em conciliar estudo e trabalho,,Necessidade de trabalhar
214,SGA,Trancado,Técnico Subsequente,Técnico em Edificações,2022.2,2,Dificuldade em conciliar estudo e trabalho,,
215,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,Falta de hábito de estudo,Dificuldades de (re)adaptação à rotina escolar
216,CN,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2019.1,1,Problema de saúde pessoal ou de familiar,,Falta de recursos financeiros para transporte escolar
217,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2021.2,2,Dificuldade em conciliar estudo e trabalho,,
218,NC,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2022.1,1,Necessidade de cuidar de familiar no horário do curso,Falta de recursos financeiros para transporte escolar,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria
219,SC,Evadido,Técnico Integrado,Técnico em Informática,2022.2,1,Desmotivação ou desinteresse pelo curso,,
220,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,1,Dificuldade em conciliar estudo e trabalho,,Necessidade de trabalhar
221,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2020.1,1,Dificuldade em conciliar estudo e trabalho,,Excesso do número de atividades avaliativas
222,CN,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2018.1,1,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar,Excesso do número de atividades avaliativas
223,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,1,Dificuldade em conciliar estudo e trabalho,,Necessidade de trabalhar
224,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2022.1,1,Dificuldade em conciliar estudo e trabalho,,Ingresso em outro curso
225,CNAT,Evadido,Técnico Integrado,Técnico em Mineração,2018.1,3,Defasagem de conhecimentos anteriores ao ingresso no curso,,
226,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2019.2,2,Dificuldade em conciliar estudo e trabalho,,
227,ZL,Evadido,Tecnologia,Tecnologia em Gestão Pública,2022.2,1,Problema de saúde pessoal ou de familiar,,
228,CAL,Evadido,Técnico Subsequente,Técnico em Guia de Turismo,2019.2,2,Mudança de turno de trabalho,,
229,NC,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2022.1,1,Ingresso em outro curso,,Desmotivação ou desinteresse pelo curso
230,CN,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2019.1,1,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar
231,PF,Trancado,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,2,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal,,Dificuldade em conciliar os estudos com outros cursos
232,CN,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2020.1,1,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,Mudança de cidade
233,PF,Trancado,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2021.1,4,Problema psicológico pessoal ou de familiar,,Necessidade de trabalhar
234,SC,Evadido,Técnico Integrado,Técnico em Informática,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
235,IP,Evadido,Licenciatura,Licenciatura em Química,2018.1,1,Necessidade de trabalhar,Mudança de cidade,Dificuldade em conciliar estudo e trabalho
236,PF,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2019.1,3,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal,,Necessidade de trabalhar
237,CN,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2019.1,1,Ingresso em outro curso,,
238,CAL,Trancado,Técnico Subsequente,Tecnologia em Gestão do Turismo,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
239,CNAT,Evadido,Técnico Integrado,Técnico em Mineração,2018.1,1,Dificuldade em conciliar os estudos com outros cursos,,
240,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
241,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2020.1,2,Problema de saúde pessoal ou de familiar,,
242,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
243,CN,Evadido,Tecnologia,Licenciatura em Química,2018.1,5,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar
244,CN,Evadido,Licenciatura,Licenciatura em Química,2021.1,1,Necessidade de trabalhar,,
245,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2022.2,2,Ingresso em outro curso,,
246,SC,Evadido,Técnico Integrado,Técnico em Informática,2021.1,1,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,
247,CN,Evadido,Licenciatura,Licenciatura em Química,2018.1,1,Falta de identificação com o curso,,
248,CN,Evadido,Tecnologia,Tecnologia em Alimentos,2018.1,5,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar
249,NC,Evadido,Tecnologia,Tecnologia em Processos Químicos,2022.2,2,Necessidade de trabalhar,Problema psicológico pessoal ou de familiar,Desmotivação ou desinteresse pelo curso
250,SGA,Evadido,Tecnologia,Técnico em Logística,2020.2,1,Dificuldade em conciliar estudo e trabalho,,
251,CN,Evadido,Tecnologia,Tecnologia em Alimentos,2019.1,5,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
252,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2021.1,1,Falta de aptidão para o curso escolhido,,
253,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
254,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
255,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2020.2,4,Problema de saúde pessoal ou de familiar,,
256,IP,Evadido,Licenciatura,Licenciatura em Informática,2018.1,1,Necessidade de trabalhar,Desmotivação ou desinteresse pelo curso,Dificuldade em conciliar estudo e trabalho
257,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,4,Dificuldade em conciliar estudo e trabalho,,
258,SGA,Trancado,Técnico Subsequente,Técnico em Edificações,2021.2,2,Dificuldade em conciliar estudo e trabalho,,
259,CN,Evadido,Tecnologia,Tecnologia em Alimentos,2019.1,5,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar
260,CNAT,Evadido,Técnico Integrado,Técnico em Geologia,2018.2,2,Falta de identificação com o curso,Dificuldades na relação docente-estudante,Dificuldade de aprendizagem
261,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2019.1,1,Mudança de cidade,,
262,SGA,Evadido,Tecnologia,Tecnologia em Logística,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
263,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,,
264,NC,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2022.1,1,Dificuldade em conciliar estudo e trabalho,Desmotivação do professor,Falta de recursos financeiros para transporte escolar
265,CAL,Evadido,Tecnologia,Tecnologia em Gestão Desportiva e de Lazer,2021.1,2,Mudança de turno de trabalho,,
266,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2022.2,2,Falta de dedicação aos estudos,,
267,SC,Trancado,Técnico Integrado,Técnico em Informática,2018.1,4,Dificuldade em conciliar os estudos com outros cursos,,
268,CN,Evadido,Tecnologia,Tecnologia em Alimentos,2018.1,2,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
269,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,,
270,ZL,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2020.1,1,Problema de saúde pessoal ou de familiar,,
271,SC,Trancado,Técnico Integrado,Técnico em Informática,2023.1,4,Falta de identificação com o curso,,
272,ZL,Evadido,Técnico Subsequente,Técnico em Secretaria Escolar,2022.1,3,Dificuldade em conciliar os estudos com outros cursos,,
273,SC,Evadido,Técnico Integrado,Técnico em Informática,2020.2,3,Dificuldade em conciliar os estudos com outros cursos,,
274,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.2,2,Dificuldade em conciliar os estudos com outros cursos,,
275,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2019.1,2,Dificuldade em conciliar estudo e trabalho,,
